Season,Episode,Character,cleanline
10,6,Cartman,no dude hes half man and half bear and half pig
10,6,Kyle,that doesnt make any sense
10,6,Stan,he could be half bear half manpig
10,6,Randy,boys theres no such thing as a manbearpig the vice president is just desperate for attention
10,6,Stan,but i feel kind of bad for him dad i dont think he has any friends
10,6,Stan,hello
10,6,Stan,oh man hi mr gore
10,6,Stan,i know
10,6,Stan,eh look im sorry but were all kind of busy
10,6,Stan,no no its not that
10,6,Stan,ih its okay mr gore i i believe you
10,6,Stan,yeah im sure manbearpig needs to be stopped im just im just scared that i cant do anything to stop him
10,6,Stan,yes im serial
10,6,Cartman,dude why are we going to hang out with this guy
10,6,Kenny,yeah i dont get it
10,6,Stan,come on you guys al gore doesnt have any friends well just make an appearance at his little meeting and then well go 
10,6,Stan,yyeah you know mr gore uh my dads a geologist and he said that manbearpig probably isnt in colorado
10,6,Stan,no
10,6,Stan,well this was a great meeting wasnt it guys but we gotta get goin to school now
10,6,Kyle,yeah thats cave of the winds its a tourist attraction
10,6,Cartman,ah i dont think so dude 
10,6,Kyle,yeah weve got school anyway
10,6,Cartman,you have that kind of power
10,6,Kyle,what do manbearpig droppings look like
10,6,Kyle,what
10,6,Stan,mr gore i i think we should stay with the tour group
10,6,Kyle,what are you doing 
10,6,Stan,oh no
10,6,Kyle,hello
10,6,Stan,help
10,6,Kyle,were trapped in here
10,6,Cartman,somebody get us some help down hyah
10,6,Kyle,hello help
10,6,Cartman,hello
10,6,Kenny,hello
10,6,Stan,help
10,6,Kyle,forget it they cant hear us
10,6,Kenny,what are we gonna do
10,6,Cartman,youd better get us out of here asshole
10,6,Stan,me
10,6,Cartman,you just had to go and be nice to al gore now were trapped in a cave
10,6,Stan,maybe theres another way out of here
10,6,Kenny,oh no kidding
10,6,Kyle,aall right lets split up and look for a passageway eeveryone take a different direction  oh man were in big trouble here
10,6,Cartman,this is bullcrap if im thin im gonna be so pissed off  goddammit 
10,6,Kyle,you see anything kenny
10,6,Kenny,no nothing 
10,6,Kyle,cartman cartman you see anything
10,6,Cartman,no nothing  no nothing here nothing this way  tr treasure
10,6,Kyle,cartman you okay  you need help
10,6,Cartman,im fine this way is just a dead end coming back to you now 
10,6,Kyle,it looks like were completely sealed in
10,6,Kenny,yeah no shit
10,6,Stan,theres a small passageway about 200 yards over there but it goes for a long long way and its pretty steep 
10,6,Kyle,maybe we should go for it
10,6,Cartman,you guys go on ahead im gonna stay here wait it out 
10,6,Kyle,why
10,6,Cartman,i just i i dont feel very good ill just wa ill just weigh you guys down
10,6,Stan,cartmans right first rule of survival is stay put and wait to be rescued
10,6,Cartman,no its okay you guys go on ahead
10,6,Kyle,no well stay here too if we start wandering off were gonna get lost or killed lets just wait here and hope help comes soon
10,6,Cartman,thats cool i just i just wouldnt go over there  if i were you guys i just took a huge dump
10,6,Kyle,aw dude 
10,6,Stan,im sooo hungry do you think people even know were here
10,6,Kyle,they saw us on the tour  dude where do you keep going cartman
10,6,Cartman,i just nneed to keep taking a crap i got diarrhea really bad
10,6,Kyle,dude its bad enough we have to sit here without you taking a crap every ten minutes
10,6,Stan,lets just try to sleep maybe help will come tomorrow
10,6,Cartman,all that treasure  its all mine  so long as these greedy assholes dont find out about it  you would all just looove to get your hands on my treasure wouldnt you even though i found it youd love to think its somehow yours too god i hate you guys  especially you you moneygrubbing snake in the grass  well i have news for you kyle youre never going to get my treasure ive got a little plan going to get the treasure out of here without you ever knowing 
10,6,Kyle,ccartman
10,6,Cartman,oh hey kyle hows it goin
10,6,Kyle,dude what are you doing
10,6,Cartman,not much you know just hangin out howve you been man good
10,6,Kyle,dude get away from me
10,6,Cartman,yeah its nice talking with you kyle see you around 
10,6,Cartman,all right gotta be strong  theres still a lot more treasure to go 
10,6,Stan,dude hes really sick 
10,6,Kyle,stan stan wake up
10,6,Stan,huh what have they come for us
10,6,Kyle,no its cartman somethings really wrong with him 
10,6,Cartman,meh meuh urgh  mbeuh
10,6,Stan,oh my god  cartman dude can you hear me
10,6,Cartman,im fahn just a lit  no big deal  beh
10,6,Kyle,we cant wait here any longer dude weve gotta get him out of here or hes gonna die
10,6,Stan,how dude we c we dont even know if that passage i found goes anywhere
10,6,Kyle,maybe we should get out first see if we can find a way out and then come back for him
10,6,Cartman,no dont dont leave me here you assholes dont leave me here to die 
10,6,Kyle,come on come on pull
10,6,Stan,goddamnit hes soo heavy
10,6,Cartman,buh hurry you guys you gotta get me out of here 
10,6,Kyle,what the hell is that
10,6,Stan,cartman
10,6,Cartman,you guys weve got no time you gotta get me out 
10,6,Kenny,were almost there
10,6,Stan,i cant keep carrying him dude ive got no strength
10,6,Cartman,yes you do 
10,6,Kyle,what the hell is that  oh my god 
10,6,Cartman,no let me out of here let me out of here you guys
10,6,Kyle,ruuun 
10,6,Stan,kenny here take my hand  hurry kyle the waters rising
10,6,Cartman,grab my hand
10,6,Kyle,car cartman youve gotta swim kick with your legs
10,6,Cartman,i cant kick
10,6,Kyle,yes you can
10,6,Cartman,i cant kick yourself back to safety
10,6,Kyle,i need your help
10,6,Cartman,no you just have to save me 
10,6,Stan,kyle no
10,6,Stan,agh
10,6,Stan,just stay away from us asshole i was nice to you because i felt sorry for you because you dont have any friends but now i see why you dont have any friends you just used manbearpig as a way to get attention for yourself because youre a loser
10,6,Kyle,we need to get our friend to a hospital right away
10,6,Cartman,no no im fine  i just need to get home aand rest
10,6,Stan,cartman seriously you need to see a doctor
10,6,Cartman,noo i just need to get to a toilet see you guys i  habbeh habbehhhhhhhhhh 
10,6,Kyle,dude did cartman just crap treasure
10,6,Cartman,its mine its mine you hear me i got it out of the cave it belongs to me keep your greedy hands away
10,6,Cartman,thats right and i  fake treasure
10,6,Cartman,noo nooo  noo ow
10,6,Kyle,you made us pull you to safety because you ate treasure you son of a bitch
10,6,Cartman,dont you think im hurting enough kyle ah ow  dowww
10,6,Cartman,eh 
10,7,Mr. Mackey,mrs cartman we have had it with your sons behavior mkay little billy turner is now being treated at the hospital
10,7,Cartman,im sorry i handcuffed billy turners ankle to the school flagpole
10,7,Mr. Mackey,you know thats not the point
10,7,Cartman,okay im sorry i handcuffed billy turners ankle to a flagpole and then gave him a hacksaw and then told him i had poisoned his lunch milk and that the only way he could get to the antidote in time would be to saw through his leg
10,7,Cartman,well he called me chubby
10,7,Mr. Mackey,we have tried at this school to make eric understand that there are boundaries mkay but frankly we believe his behavioral problems start at home
10,7,Cartman,well nice goin asshole you made my mom cry
10,7,Cartman,sure you do youre a great momwhos got the greatest mom in the worldi dooomy mom is number one in my heartits true
10,7,Mr. Mackey,mrs cartman i know this is extremely difficult but there is help out there for people like you have you ever heard of a show called nanny 911
10,7,Cartman,mom i need another energy drink 
10,7,Cartman,wir müssen die juden ausrotten 
10,7,Cartman,mom are you deaf somebodys at the door
10,7,Cartman,killer im gonna be on tv now 
10,7,Cartman,mom i want a twinkie
10,7,Cartman,ha hahahahahaha
10,7,Cartman,no thanks id rather naught
10,7,Cartman,the hell do you think youre doing
10,7,Cartman,stop trying to bogart my xbox you fat bitch
10,7,Cartman,time out
10,7,Cartman,and what exactly keeps me on the stool
10,7,Cartman,whoa how did i do that 
10,7,Cartman,ummm no
10,7,Cartman,all right seriously youre starting to piss me off now
10,7,Cartman,im just gonna get down as soon as you move
10,7,Cartman,dont stop believing hold on to that feeling
10,7,Cartman,because you took my xbox
10,7,Cartman,well yeah
10,7,Cartman,yeah i guess so
10,7,Cartman,well im feeling confused because i dont understand why you became a nanny
10,7,Cartman,right but if you love children so much how come youre not a mommy
10,7,Cartman,why not
10,7,Cartman,youre sterile is that it  no thats too convenient of an excuse the truth is nobody ever wanted to have babies with you isnt that it  always the moms maid and never the mom must be hard on you knowing that the years are ticking away your friends all getting married and all the while your uterus is slowly shriveling away drying up becoming totally worthless
10,7,Cartman,yes let the anger come strike me down while you can but it wont make your driedup ovaries any more fertile 
10,7,Cartman,you can stop talkin behind my back im right here fruitcake
10,7,Cartman,not interested im me
10,7,Cartman,yeah well i dont see why
10,7,Cartman,hey
10,7,Cartman,mom this guy doesnt
10,7,Cartman,ah quit it
10,7,Cartman,look mexican if you really think that you can
10,7,Cartman,knock it off
10,7,Cartman,im not fat
10,7,Cartman,ey you think this is funny you sonofabitch
10,7,Cartman,mom this is degrading
10,7,Cartman,agh goddamnit aaarrgh 
10,7,Cartman,maaaa mommm  mommm
10,7,Cartman,mom seriously people are seeing me
10,7,Cartman,mom dont you love me cant you see im unhappy right now
10,7,Cartman,mom
10,7,Cartman,god dammit stop ignoring me
10,7,Cartman,this is abuse i am a child and i am entitled to attention
10,7,Cartman,quit it mom
10,7,Cartman,ooo colonel
10,7,Cartman,give give me the chicken ggive me some chicken
10,7,Cartman,eh what are you doing i want chicken give me some goddamned chicken
10,7,Cartman,mom gimme give me some chicken i want some chicken mom
10,7,Cartman,goddammit i am not a dog  give me the chicken give give give me the chicken i want the chicken chicken  give me the chicken give me the chicken give me the chicken give me the chicken
10,7,Cartman,gih  okay im fine im cool now may i have some chicken please
10,7,Cartman,suck my asshole taco vendor
10,7,Cartman,goddamnit you cant stand here and eat kfc in front of me  now hand it over
10,7,Cartman,you cant do that to me i
10,7,Cartman,goddamnit you just cant
10,7,Cartman,seriously ey eh 
10,7,Cartman,mom i am serious this has gone on long enough get that guy out of here and give me a piece of chicken  thats how you want it bitch fine  i hate you im running away
